A0A087X1C5	CP2D7_HUMAN	CYP2D7
A0A0B4J2F0	PIOS1_HUMAN	PIGBOS1
A0A0B4J2F2	SIK1B_HUMAN	SIK1B
A0A0C5B5G6	MOTSC_HUMAN	MT-RNR1
A0A0K2S4Q6	CD3CH_HUMAN	CD300H
A0A0U1RRE5	NBDY_HUMAN	NBDY
A0A1B0GTW7	CIROP_HUMAN	CIROP
A0A5B9	TRBC2_HUMAN	TRBC2
A0AV02	S12A8_HUMAN	SLC12A8
A0AV96	RBM47_HUMAN	RBM47
A0AVF1	IFT56_HUMAN	IFT56
A0AVI4	TM129_HUMAN	TMEM129
A0AVK6	E2F8_HUMAN	E2F8
A0AVT1	UBA6_HUMAN	UBA6
A0FGR8	ESYT2_HUMAN	ESYT2
A0FGR9	ESYT3_HUMAN	ESYT3
A0JLT2	MED19_HUMAN	MED19
A0JNW5	BLT3B_HUMAN	BLTP3B
A0JP26	POTB3_HUMAN	POTEB3
A0M8Q6	IGLC7_HUMAN	IGLC7
A0MZ66	SHOT1_HUMAN	SHTN1
A0PJK1	SC5AA_HUMAN	SLC5A10
A0PJY2	FEZF1_HUMAN	FEZF1
A0PK00	T120B_HUMAN	TMEM120B
A0PK11	CLRN2_HUMAN	CLRN2
A1A4S6	RHG10_HUMAN	ARHGAP10
A1A4Y4	IRGM_HUMAN	IRGM
A1A519	F170A_HUMAN	FAM170A
A1A5B4	ANO9_HUMAN	ANO9
A1A5C7	S22AN_HUMAN	SLC22A23
A1E959	ODAM_HUMAN	ODAM
A1KXE4	F168B_HUMAN	FAM168B
A1KZ92	PXDNL_HUMAN	PXDNL
A1L0T0	HACL2_HUMAN	ILVBL
A1L167	U2QL1_HUMAN	UBE2QL1
A1L190	SYCE3_HUMAN	SYCE3
A1L390	PKHG3_HUMAN	PLEKHG3
A1L3X0	ELOV7_HUMAN	ELOVL7
A1L4H1	SRCRL_HUMAN	SSC5D
A1L4K1	FSD2_HUMAN	FSD2
A1X283	SPD2B_HUMAN	SH3PXD2B
A1XBS5	CBAR1_HUMAN	CIBAR1
A1Z1Q3	MACD2_HUMAN	MACROD2
A2A288	ZC12D_HUMAN	ZC3H12D
A2A2Y4	FRMD3_HUMAN	FRMD3
A2IDD5	CCD78_HUMAN	CCDC78
A2PYH4	HFM1_HUMAN	HFM1
A2RRP1	NBAS_HUMAN	NBAS
A2RTX5	SYTC2_HUMAN	TARS3
A2RU14	TM218_HUMAN	TMEM218
A2RU30	TESP1_HUMAN	TESPA1
A2RU49	HYKK_HUMAN	HYKK
A2RUB1	MEIOC_HUMAN	MEIOC
A2RUB6	CCD66_HUMAN	CCDC66
A2RUC4	TYW5_HUMAN	TYW5
A2RUH7	MBPHL_HUMAN	MYBPHL
A2VDJ0	T131L_HUMAN	TMEM131L
A2VEC9	SSPO_HUMAN	SSPOP
A3KMH1	VWA8_HUMAN	VWA8
A4D0S4	LAMB4_HUMAN	LAMB4
A4D126	ISPD_HUMAN	CRPPA
A4D161	F221A_HUMAN	FAM221A
A4D1B5	GSAP_HUMAN	GSAP
A4D1E9	GTPBA_HUMAN	GTPBP10
A4D1P6	WDR91_HUMAN	WDR91
A4D1T9	PRS37_HUMAN	PRSS37
A4D256	CC14C_HUMAN	CDC14C
A4D2B0	MBLC1_HUMAN	MBLAC1
A4D2B8	PM2P1_HUMAN	PMS2P1
A4GXA9	EME2_HUMAN	EME2
A4UGR9	XIRP2_HUMAN	XIRP2
A5A3E0	POTEF_HUMAN	POTEF
A5D8T8	CL18A_HUMAN	CLEC18A
A5D8V6	VP37C_HUMAN	VPS37C
A5D8V7	ODAD3_HUMAN	ODAD3
A5D8W1	CFA69_HUMAN	CFAP69
A5LHX3	PSB11_HUMAN	PSMB11
A5PKW4	PSD1_HUMAN	PSD
A5PLL7	PDES1_HUMAN	PEDS1
A5X5Y0	5HT3E_HUMAN	HTR3E
A5YKK6	CNOT1_HUMAN	CNOT1
A5YM72	CRNS1_HUMAN	CARNS1
A6BM72	MEG11_HUMAN	MEGF11
A6H8Y1	BDP1_HUMAN	BDP1
A6H8Z2	F221B_HUMAN	FAM221B
A6NC98	CC88B_HUMAN	CCDC88B
A6NCS4	NKX26_HUMAN	NKX2-6
A6ND01	JUNO_HUMAN	IZUMO1R
A6ND36	FA83G_HUMAN	FAM83G
A6NDB9	PALM3_HUMAN	PALM3
A6NDE4	RBY1B_HUMAN	RBMY1B
A6NDG6	PGP_HUMAN	PGP
A6NDV4	TMM8B_HUMAN	TMEM8B
A6NED2	RCCD1_HUMAN	RCCD1
A6NEM1	GG6L9_HUMAN	GOLGA6L9
A6NFA1	TIKI2_HUMAN	TRABD2B
A6NFQ2	TCAF2_HUMAN	TCAF2
A6NFX1	MFS2B_HUMAN	MFSD2B
A6NFY7	SDHF1_HUMAN	SDHAF1
A6NGG8	PCARE_HUMAN	PCARE
A6NGQ2	OOEP_HUMAN	OOEP
A6NGU5	GGT3_HUMAN	GGT3P
A6NHL2	TBAL3_HUMAN	TUBAL3
A6NHR9	SMHD1_HUMAN	SMCHD1
A6NHX0	CAST2_HUMAN	CASTOR2
A6NI15	MSGN1_HUMAN	MSGN1
A6NI61	MYMK_HUMAN	MYMK
A6NI73	LIRA5_HUMAN	LILRA5
A6NIH7	U119B_HUMAN	UNC119B
A6NIX2	WTIP_HUMAN	WTIP
A6NJ46	NKX63_HUMAN	NKX6-3
A6NJ78	MET15_HUMAN	METTL15
A6NK06	IRG1_HUMAN	ACOD1
A6NK58	LIPT2_HUMAN	LIPT2
A6NK89	RASFA_HUMAN	RASSF10
A6NKB5	PCX2_HUMAN	PCNX2
A6NMY6	AXA2L_HUMAN	ANXA2P2
A6NMZ7	CO6A6_HUMAN	COL6A6
A6NNB3	IFM5_HUMAN	IFITM5
A6NNM8	TTL13_HUMAN	TTLL13
A6NNN8	S38A8_HUMAN	SLC38A8
A6NNY8	UBP27_HUMAN	USP27X
A6NNZ2	TBB8B_HUMAN	TUBB8B
A6PVC2	TTLL8_HUMAN	TTLL8
A7E2V4	ZSWM8_HUMAN	ZSWIM8
A7E2Y1	MYH7B_HUMAN	MYH7B
A7KAX9	RHG32_HUMAN	ARHGAP32
A7MCY6	TBKB1_HUMAN	TBKBP1
A7MD48	SRRM4_HUMAN	SRRM4
A7XYQ1	SOBP_HUMAN	SOBP
A8CG34	P121C_HUMAN	POM121C
A8K0Z3	WASH1_HUMAN	WASHC1
A8K2U0	A2ML1_HUMAN	A2ML1
A8K4G0	CLM7_HUMAN	CD300LB
A8K7I4	CLCA1_HUMAN	CLCA1
A8K830	OCAT2_HUMAN	POU2AF3
A8K8P3	SFI1_HUMAN	SFI1
A8K8V0	ZN785_HUMAN	ZNF785
A8MPY1	GBRR3_HUMAN	GABRR3
A8MQ03	CRTP1_HUMAN	CYSRT1
A8MQ27	NEU1B_HUMAN	NEURL1B
A8MT69	CENPX_HUMAN	CENPX
A8MTA8	CMI2B_HUMAN	CIMIP2B
A8MTJ3	GNAT3_HUMAN	GNAT3
A8MTJ6	FOXI3_HUMAN	FOXI3
A8MTQ0	NOTO_HUMAN	NOTO
A8MTZ0	BBIP1_HUMAN	BBIP1
A8MU46	SMTL1_HUMAN	SMTNL1
A8MUP2	CSKMT_HUMAN	CSKMT
A8MV65	VGLL3_HUMAN	VGLL3
A8MVW5	HECA2_HUMAN	HEPACAM2
A8MW92	P20L1_HUMAN	PHF20L1
A8MW95	BECN2_HUMAN	BECN2
A8MW99	MEI4_HUMAN	MEI4
A8MXD5	GRCR1_HUMAN	GRXCR1
A8MXV4	NUD19_HUMAN	NUDT19
A8MYU2	KCNU1_HUMAN	KCNU1
A8MZ59	LEUTX_HUMAN	LEUTX
A8TX70	CO6A5_HUMAN	COL6A5
A9QM74	IMA8_HUMAN	KPNA7
A9UHW6	MI4GD_HUMAN	MIF4GD
A9YTQ3	AHRR_HUMAN	AHRR
B0I1T2	MYO1G_HUMAN	MYO1G
B0L3A2	DESPR_HUMAN	FBXW7-AS1
B0YJ81	HACD1_HUMAN	HACD1
B1AK53	ESPN_HUMAN	ESPN
B1AL88	NALF1_HUMAN	NALF1
B2RTY4	MYO9A_HUMAN	MYO9A
B2RUY7	VWC2L_HUMAN	VWC2L
B2RUZ4	SMIM1_HUMAN	SMIM1
B2RXF5	ZBT42_HUMAN	ZBTB42
B2RXH2	KDM4E_HUMAN	KDM4E
B3KU38	IQIP1_HUMAN	IQCJ-SCHIP1
B6A8C7	TARM1_HUMAN	TARM1
B7U540	KCJ18_HUMAN	KCNJ18
B7ZAQ6	GPHRA_HUMAN	GPR89A
C4AMC7	WASH3_HUMAN	WASH3P
C9JE40	PATL2_HUMAN	PATL2
C9JLW8	MCRI1_HUMAN	MCRIP1
C9JR72	KBTBD_HUMAN	KBTBD13
C9JRZ8	AK1BF_HUMAN	AKR1B15
D3W0D1	KLRF2_HUMAN	KLRF2
D6RGH6	MCIN_HUMAN	MCIDAS
E0CX11	STMP1_HUMAN	STMP1
F5H094	SO1BT_HUMAN	SLCO1B3-SLCO1B7
G2XKQ0	SUMO5_HUMAN	SUMO1P1
H0YL14	TM250_HUMAN	TMEM250
H3BV60	TGR3L_HUMAN	TGFBR3L
K7EJ46	SIM22_HUMAN	SMIM22
K9M1U5	IFNL4_HUMAN	IFNL4
L0R8F8	MIDUO_HUMAN	MIEF1
M0R2J8	DCDC1_HUMAN	DCDC1
O00115	DNS2A_HUMAN	DNASE2
O00116	ADAS_HUMAN	AGPS
O00124	UBXN8_HUMAN	UBXN8
O00139	KIF2A_HUMAN	KIF2A
O00141	SGK1_HUMAN	SGK1
O00142	KITM_HUMAN	TK2
O00144	FZD9_HUMAN	FZD9
O00148	DX39A_HUMAN	DDX39A
O00151	PDLI1_HUMAN	PDLIM1
O00154	BACH_HUMAN	ACOT7
O00155	GPR25_HUMAN	GPR25
O00159	MYO1C_HUMAN	MYO1C
O00160	MYO1F_HUMAN	MYO1F
O00161	SNP23_HUMAN	SNAP23
O00165	HAX1_HUMAN	HAX1
O00167	EYA2_HUMAN	EYA2
O00168	PLM_HUMAN	FXYD1
O00170	AIP_HUMAN	AIP
O00175	CCL24_HUMAN	CCL24
O00178	GTPB1_HUMAN	GTPBP1
O00180	KCNK1_HUMAN	KCNK1
O00182	LEG9_HUMAN	LGALS9
O00186	STXB3_HUMAN	STXBP3
O00187	MASP2_HUMAN	MASP2
O00189	AP4M1_HUMAN	AP4M1
O00192	ARVC_HUMAN	ARVCF
O00194	RB27B_HUMAN	RAB27B
O00198	HRK_HUMAN	HRK
O00203	AP3B1_HUMAN	AP3B1
O00204	ST2B1_HUMAN	SULT2B1
O00206	TLR4_HUMAN	TLR4
O00212	RHOD_HUMAN	RHOD
O00213	APBB1_HUMAN	APBB1
O00214	LEG8_HUMAN	LGALS8
O00217	NDUS8_HUMAN	NDUFS8
O00219	HYAS3_HUMAN	HAS3
O00220	TR10A_HUMAN	TNFRSF10A
O00221	IKBE_HUMAN	NFKBIE
O00222	GRM8_HUMAN	GRM8
O00231	PSD11_HUMAN	PSMD11
O00232	PSD12_HUMAN	PSMD12
O00233	PSMD9_HUMAN	PSMD9
O00237	RN103_HUMAN	RNF103
O00238	BMR1B_HUMAN	BMPR1B
O00241	SIRB1_HUMAN	SIRPB1
O00244	ATOX1_HUMAN	ATOX1
O00253	AGRP_HUMAN	AGRP
O00254	PAR3_HUMAN	F2RL2
O00255	MEN1_HUMAN	MEN1
O00257	CBX4_HUMAN	CBX4
O00258	GET1_HUMAN	GET1
O00264	PGRC1_HUMAN	PGRMC1
O00267	SPT5H_HUMAN	SUPT5H
O00268	TAF4_HUMAN	TAF4
O00270	GPR31_HUMAN	GPR31
O00273	DFFA_HUMAN	DFFA
O00287	RFXAP_HUMAN	RFXAP
O00291	HIP1_HUMAN	HIP1
O00292	LFTY2_HUMAN	LEFTY2
O00294	TULP1_HUMAN	TULP1
O00299	CLIC1_HUMAN	CLIC1
O00300	TR11B_HUMAN	TNFRSF11B
O00303	EIF3F_HUMAN	EIF3F
O00305	CACB4_HUMAN	CACNB4
O00308	WWP2_HUMAN	WWP2
O00311	CDC7_HUMAN	CDC7
O00322	UPK1A_HUMAN	UPK1A
O00327	BMAL1_HUMAN	BMAL1
O00329	PK3CD_HUMAN	PIK3CD
O00330	ODPX_HUMAN	PDHX
O00337	S28A1_HUMAN	SLC28A1
O00338	ST1C2_HUMAN	SULT1C2
O00339	MATN2_HUMAN	MATN2
O00341	EAA5_HUMAN	SLC1A7
O00358	FOXE1_HUMAN	FOXE1
O00370	LORF2_HUMAN	
O00391	QSOX1_HUMAN	QSOX1
O00399	DCTN6_HUMAN	DCTN6
O00400	ACATN_HUMAN	SLC33A1
O00401	WASL_HUMAN	WASL
O00408	PDE2A_HUMAN	PDE2A
O00409	FOXN3_HUMAN	FOXN3
O00410	IPO5_HUMAN	IPO5
O00411	RPOM_HUMAN	POLRMT
O00418	EF2K_HUMAN	EEF2K
O00421	CCRL2_HUMAN	CCRL2
O00422	SAP18_HUMAN	SAP18
O00423	EMAL1_HUMAN	EML1
O00425	IF2B3_HUMAN	IGF2BP3
O00429	DNM1L_HUMAN	DNM1L
O00442	RTCA_HUMAN	RTCA
O00443	P3C2A_HUMAN	PIK3C2A
O00444	PLK4_HUMAN	PLK4
O00445	SYT5_HUMAN	SYT5
O00451	GFRA2_HUMAN	GFRA2
O00453	LST1_HUMAN	LST1
O00459	P85B_HUMAN	PIK3R2
O00461	GOLI4_HUMAN	GOLIM4
O00462	MANBA_HUMAN	MANBA
O00463	TRAF5_HUMAN	TRAF5
O00468	AGRIN_HUMAN	AGRN
O00469	PLOD2_HUMAN	PLOD2
O00470	MEIS1_HUMAN	MEIS1
O00471	EXOC5_HUMAN	EXOC5
O00472	ELL2_HUMAN	ELL2
O00476	NPT4_HUMAN	SLC17A3
O00478	BT3A3_HUMAN	BTN3A3
O00481	BT3A1_HUMAN	BTN3A1
O00482	NR5A2_HUMAN	NR5A2
O00483	NDUA4_HUMAN	NDUFA4
O00487	PSDE_HUMAN	PSMD14
O00488	ZN593_HUMAN	ZNF593
O00499	BIN1_HUMAN	BIN1
O00501	CLD5_HUMAN	CLDN5
O00505	IMA4_HUMAN	KPNA3
O00506	STK25_HUMAN	STK25
O00507	USP9Y_HUMAN	USP9Y
O00512	BCL9_HUMAN	BCL9
O00519	FAAH1_HUMAN	FAAH
O00522	KRIT1_HUMAN	KRIT1
O00526	UPK2_HUMAN	UPK2
O00533	NCHL1_HUMAN	CHL1
O00541	PESC_HUMAN	PES1
O00548	DLL1_HUMAN	DLL1
O00555	CAC1A_HUMAN	CACNA1A
O00559	RCAS1_HUMAN	EBAG9
O00560	SDCB1_HUMAN	SDCBP
O00562	PITM1_HUMAN	PITPNM1
O00566	MPP10_HUMAN	MPHOSPH10
O00567	NOP56_HUMAN	NOP56
O00571	DDX3X_HUMAN	DDX3X
O00574	CXCR6_HUMAN	CXCR6
O00584	RNT2_HUMAN	RNASET2
O00585	CCL21_HUMAN	CCL21
O00587	MFNG_HUMAN	MFNG
O00590	ACKR2_HUMAN	ACKR2
O00591	GBRP_HUMAN	GABRP
O00592	PODXL_HUMAN	PODXL
O00602	FCN1_HUMAN	FCN1
O00622	CCN1_HUMAN	CCN1
O00623	PEX12_HUMAN	PEX12
O00624	NPT3_HUMAN	SLC17A2
O00625	PIR_HUMAN	PIR
O00626	CCL22_HUMAN	CCL22
O00628	PEX7_HUMAN	PEX7
O00629	IMA3_HUMAN	KPNA4
O00631	SARCO_HUMAN	SLN
O00635	TRI38_HUMAN	TRIM38
O00712	NFIB_HUMAN	NFIB
O00716	E2F3_HUMAN	E2F3
O00743	PPP6_HUMAN	PPP6C
O00744	WN10B_HUMAN	WNT10B
O00746	NDKM_HUMAN	NME4
O00748	EST2_HUMAN	CES2
O00750	P3C2B_HUMAN	PIK3C2B
O00754	MA2B1_HUMAN	MAN2B1
O00755	WNT7A_HUMAN	WNT7A
O00757	F16P2_HUMAN	FBP2
O00762	UBE2C_HUMAN	UBE2C
O00763	ACACB_HUMAN	ACACB
O00764	PDXK_HUMAN	PDXK
O00767	SCD_HUMAN	SCD
O14490	DLGP1_HUMAN	DLGAP1
O14492	SH2B2_HUMAN	SH2B2
O14493	CLD4_HUMAN	CLDN4
O14494	PLPP1_HUMAN	PLPP1
O14495	PLPP3_HUMAN	PLPP3
O14497	ARI1A_HUMAN	ARID1A
O14503	BHE40_HUMAN	BHLHE40
O14508	SOCS2_HUMAN	SOCS2
O14511	NRG2_HUMAN	NRG2
O14512	SOCS7_HUMAN	SOCS7
O14514	AGRB1_HUMAN	ADGRB1
O14519	CDKA1_HUMAN	CDK2AP1
O14520	AQP7_HUMAN	AQP7
O14521	DHSD_HUMAN	SDHD
O14522	PTPRT_HUMAN	PTPRT
O14523	C2C2L_HUMAN	C2CD2L
O14524	NEMP1_HUMAN	NEMP1
O14525	ASTN1_HUMAN	ASTN1
O14526	FCHO1_HUMAN	FCHO1
O14529	CUX2_HUMAN	CUX2
O14530	TXND9_HUMAN	TXNDC9
O14531	DPYL4_HUMAN	DPYSL4
O14543	SOCS3_HUMAN	SOCS3
O14544	SOCS6_HUMAN	SOCS6
O14556	G3PT_HUMAN	GAPDHS
O14558	HSPB6_HUMAN	HSPB6
O14559	RHG33_HUMAN	ARHGAP33
O14561	ACPM_HUMAN	NDUFAB1
O14569	C56D2_HUMAN	CYB561D2
O14576	DC1I1_HUMAN	DYNC1I1
O14578	CTRO_HUMAN	CIT
O14579	COPE_HUMAN	COPE
O14593	RFXK_HUMAN	RFXANK
O14594	NCAN_HUMAN	NCAN
O14595	CTDS2_HUMAN	CTDSP2
O14607	UTY_HUMAN	UTY
O14610	GBGT2_HUMAN	GNGT2
O14613	BORG1_HUMAN	CDC42EP2
O14617	AP3D1_HUMAN	AP3D1
O14618	CCS_HUMAN	CCS
O14625	CXL11_HUMAN	CXCL11
O14627	CDX4_HUMAN	CDX4
O14628	ZN195_HUMAN	ZNF195
O14633	LCE2B_HUMAN	LCE2B
O14638	ENPP3_HUMAN	ENPP3
O14639	ABLM1_HUMAN	ABLIM1
O14640	DVL1_HUMAN	DVL1
O14641	DVL2_HUMAN	DVL2
O14645	IDLC_HUMAN	DNALI1
O14646	CHD1_HUMAN	CHD1
O14647	CHD2_HUMAN	CHD2
O14649	KCNK3_HUMAN	KCNK3
O14653	GOSR2_HUMAN	GOSR2
O14654	IRS4_HUMAN	IRS4
O14656	TOR1A_HUMAN	TOR1A
O14657	TOR1B_HUMAN	TOR1B
O14662	STX16_HUMAN	STX16
O14669	TMG2_HUMAN	PRRG2
O14672	ADA10_HUMAN	ADAM10
O14678	ABCD4_HUMAN	ABCD4
O14681	EI24_HUMAN	EI24
O14682	ENC1_HUMAN	ENC1
O14684	PTGES_HUMAN	PTGES
O14686	KMT2D_HUMAN	KMT2D
O14713	ITBP1_HUMAN	ITGB1BP1
O14717	TRDMT_HUMAN	TRDMT1
O14727	APAF_HUMAN	APAF1
O14730	RIOK3_HUMAN	RIOK3
O14732	IMPA2_HUMAN	IMPA2
O14733	MP2K7_HUMAN	MAP2K7
O14734	ACOT8_HUMAN	ACOT8
O14735	CDIPT_HUMAN	CDIPT
O14737	PDCD5_HUMAN	PDCD5
O14744	ANM5_HUMAN	PRMT5
O14745	NHRF1_HUMAN	NHERF1
O14746	TERT_HUMAN	TERT
O14756	H17B6_HUMAN	HSD17B6
O14757	CHK1_HUMAN	CHEK1
O14763	TR10B_HUMAN	TNFRSF10B
O14764	GBRD_HUMAN	GABRD
O14770	MEIS2_HUMAN	MEIS2
O14771	ZN213_HUMAN	ZNF213
O14772	FPGT_HUMAN	FPGT
O14773	TPP1_HUMAN	TPP1
O14775	GNB5_HUMAN	GNB5
O14776	TCRG1_HUMAN	TCERG1
O14777	NDC80_HUMAN	NDC80
O14782	KIF3C_HUMAN	KIF3C
O14786	NRP1_HUMAN	NRP1
O14787	TNPO2_HUMAN	TNPO2
O14788	TNF11_HUMAN	TNFSF11
O14791	APOL1_HUMAN	APOL1
O14792	HS3S1_HUMAN	HS3ST1
O14793	GDF8_HUMAN	MSTN
O14795	UN13B_HUMAN	UNC13B
O14796	SH21B_HUMAN	SH2D1B
O14798	TR10C_HUMAN	TNFRSF10C
O14802	RPC1_HUMAN	POLR3A
O14804	TAAR5_HUMAN	TAAR5
O14807	RASM_HUMAN	MRAS
O14810	CPLX1_HUMAN	CPLX1
O14813	PHX2A_HUMAN	PHOX2A
O14815	CAN9_HUMAN	CAPN9
O14817	TSN4_HUMAN	TSPAN4
O14818	PSA7_HUMAN	PSMA7
O14827	RGRF2_HUMAN	RASGRF2
O14828	SCAM3_HUMAN	SCAMP3
O14829	PPE1_HUMAN	PPEF1
O14830	PPE2_HUMAN	PPEF2
O14832	PAHX_HUMAN	PHYH
O14836	TR13B_HUMAN	TNFRSF13B
O14841	OPLA_HUMAN	OPLAH
O14842	FFAR1_HUMAN	FFAR1
O14843	FFAR3_HUMAN	FFAR3
O14862	AIM2_HUMAN	AIM2
O14863	ZNT4_HUMAN	SLC30A4
O14867	BACH1_HUMAN	BACH1
O14874	BCKD_HUMAN	BCKDK
O14879	IFIT3_HUMAN	IFIT3
O14880	MGST3_HUMAN	MGST3
O14893	GEMI2_HUMAN	GEMIN2
O14894	T4S5_HUMAN	TM4SF5
O14896	IRF6_HUMAN	IRF6
O14901	KLF11_HUMAN	KLF11
O14904	WNT9A_HUMAN	WNT9A
O14905	WNT9B_HUMAN	WNT9B
O14907	TX1B3_HUMAN	TAX1BP3
O14908	GIPC1_HUMAN	GIPC1
O14910	LIN7A_HUMAN	LIN7A
O14917	PCD17_HUMAN	PCDH17
O14920	IKKB_HUMAN	IKBKB
O14924	RGS12_HUMAN	RGS12
O14925	TIM23_HUMAN	TIMM23
O14926	FSCN2_HUMAN	FSCN2
O14929	HAT1_HUMAN	HAT1
O14931	NCTR3_HUMAN	NCR3
O14933	UB2L6_HUMAN	UBE2L6
O14936	CSKP_HUMAN	CASK
O14939	PLD2_HUMAN	PLD2
O14944	EREG_HUMAN	EREG
O14948	TFEC_HUMAN	TFEC
O14949	QCR8_HUMAN	UQCRQ
O14950	ML12B_HUMAN	MYL12B
O14958	CASQ2_HUMAN	CASQ2
O14960	LECT2_HUMAN	LECT2
O14964	HGS_HUMAN	HGS
O14965	AURKA_HUMAN	AURKA
O14966	RAB7L_HUMAN	RAB29
O14967	CLGN_HUMAN	CLGN
O14972	VP26C_HUMAN	VPS26C
O14974	MYPT1_HUMAN	PPP1R12A
O14975	S27A2_HUMAN	SLC27A2
O14976	GAK_HUMAN	GAK
O14977	AZIN1_HUMAN	AZIN1
O14978	ZN263_HUMAN	ZNF263
O14979	HNRDL_HUMAN	HNRNPDL
O14980	XPO1_HUMAN	XPO1
O14981	BTAF1_HUMAN	BTAF1
O14983	AT2A1_HUMAN	ATP2A1
O14986	PI51B_HUMAN	PIP5K1B
O14994	SYN3_HUMAN	SYN3
O15013	ARHGA_HUMAN	ARHGEF10
O15014	ZN609_HUMAN	ZNF609
O15015	ZN646_HUMAN	ZNF646
O15018	PDZD2_HUMAN	PDZD2
O15020	SPTN2_HUMAN	SPTBN2
O15021	MAST4_HUMAN	MAST4
O15027	SC16A_HUMAN	SEC16A
O15031	PLXB2_HUMAN	PLXNB2
O15033	AREL1_HUMAN	AREL1
O15040	TCPR2_HUMAN	TECPR2
O15041	SEM3E_HUMAN	SEMA3E
O15042	SR140_HUMAN	U2SURP
O15047	SET1A_HUMAN	SETD1A
O15049	N4BP3_HUMAN	N4BP3
O15054	KDM6B_HUMAN	KDM6B
O15055	PER2_HUMAN	PER2
O15056	SYNJ2_HUMAN	SYNJ2
O15060	ZBT39_HUMAN	ZBTB39
O15061	SYNEM_HUMAN	SYNM
O15062	ZBTB5_HUMAN	ZBTB5
O15066	KIF3B_HUMAN	KIF3B
O15067	PUR4_HUMAN	PFAS
O15068	MCF2L_HUMAN	MCF2L
O15072	ATS3_HUMAN	ADAMTS3
O15075	DCLK1_HUMAN	DCLK1
O15078	CE290_HUMAN	CEP290
O15079	SNPH_HUMAN	SNPH
O15083	ERC2_HUMAN	ERC2
O15084	ANR28_HUMAN	ANKRD28
O15085	ARHGB_HUMAN	ARHGEF11
O15091	MRPP3_HUMAN	PRORP
O15105	SMAD7_HUMAN	SMAD7
O15111	IKKA_HUMAN	CHUK
O15116	LSM1_HUMAN	LSM1
O15117	FYB1_HUMAN	FYB1
O15118	NPC1_HUMAN	NPC1
O15119	TBX3_HUMAN	TBX3
O15120	PLCB_HUMAN	AGPAT2
O15121	DEGS1_HUMAN	DEGS1
O15123	ANGP2_HUMAN	ANGPT2
O15126	SCAM1_HUMAN	SCAMP1
O15127	SCAM2_HUMAN	SCAMP2
O15130	NPFF_HUMAN	NPFF
O15131	IMA6_HUMAN	KPNA5
O15143	ARC1B_HUMAN	ARPC1B
O15144	ARPC2_HUMAN	ARPC2
O15145	ARPC3_HUMAN	ARPC3
O15146	MUSK_HUMAN	MUSK
O15151	MDM4_HUMAN	MDM4
O15155	BET1_HUMAN	BET1
O15156	ZBT7B_HUMAN	ZBTB7B
O15160	RPAC1_HUMAN	POLR1C
O15162	PLS1_HUMAN	PLSCR1
O15164	TIF1A_HUMAN	TRIM24
O15165	LRAD4_HUMAN	LDLRAD4
O15169	AXIN1_HUMAN	AXIN1
O15173	PGRC2_HUMAN	PGRMC2
O15178	TBXT_HUMAN	TBXT
O15182	CETN3_HUMAN	CETN3
O15194	CTDSL_HUMAN	CTDSPL
O15195	VILL_HUMAN	VILL
O15197	EPHB6_HUMAN	EPHB6
O15198	SMAD9_HUMAN	SMAD9
O15204	ADEC1_HUMAN	ADAMDEC1
O15205	UBD_HUMAN	UBD
O15209	ZBT22_HUMAN	ZBTB22
O15211	RGL2_HUMAN	RGL2
O15212	PFD6_HUMAN	PFDN6
O15213	WDR46_HUMAN	WDR46
O15217	GSTA4_HUMAN	GSTA4
O15226	NKRF_HUMAN	NKRF
O15228	GNPAT_HUMAN	GNPAT
O15229	KMO_HUMAN	KMO
O15230	LAMA5_HUMAN	LAMA5
O15231	ZN185_HUMAN	ZNF185
O15232	MATN3_HUMAN	MATN3
O15234	CASC3_HUMAN	CASC3
O15239	NDUA1_HUMAN	NDUFA1
O15240	VGF_HUMAN	VGF
O15243	OBRG_HUMAN	LEPROT
O15244	S22A2_HUMAN	SLC22A2
O15245	S22A1_HUMAN	SLC22A1
O15247	CLIC2_HUMAN	CLIC2
O15254	ACOX3_HUMAN	ACOX3
O15258	RER1_HUMAN	RER1
O15259	NPHP1_HUMAN	NPHP1
O15260	SURF4_HUMAN	SURF4
O15263	DFB4A_HUMAN	DEFB4A; DEFB4B
O15264	MK13_HUMAN	MAPK13
O15265	ATX7_HUMAN	ATXN7
O15266	SHOX_HUMAN	SHOX
O15269	SPTC1_HUMAN	SPTLC1
O15270	SPTC2_HUMAN	SPTLC2
O15273	TELT_HUMAN	TCAP
O15287	FANCG_HUMAN	FANCG
O15294	OGT1_HUMAN	OGT
O15296	LX15B_HUMAN	ALOX15B
O15297	PPM1D_HUMAN	PPM1D
O15303	GRM6_HUMAN	GRM6
O15304	SIVA_HUMAN	SIVA1
O15305	PMM2_HUMAN	PMM2
O15315	RA51B_HUMAN	RAD51B
O15318	RPC7_HUMAN	POLR3G
O15327	INP4B_HUMAN	INPP4B
O15342	VA0E1_HUMAN	ATP6V0E1
O15344	TRI18_HUMAN	MID1
O15347	HMGB3_HUMAN	HMGB3
O15350	P73_HUMAN	TP73
O15353	FOXN1_HUMAN	FOXN1
O15354	GPR37_HUMAN	GPR37
O15355	PPM1G_HUMAN	PPM1G
O15357	SHIP2_HUMAN	INPPL1
O15360	FANCA_HUMAN	FANCA
O15370	SOX12_HUMAN	SOX12
